customer_id,age,gender,location,professional_status,product_category,product_type,use_case,saas_driver,sale_date,units_sold
CUST-0109,44,Female,Springfield MA,Healthcare Professional,Peripheral,BioSensor Band,Continuous Glucose Monitor,BioStream API,1/6/2025,1
CUST-0085,28,Female,Boston MA,Research Scientist,Tablet,Tab Compact,Patient Intake,InvTrack Pro,1/6/2025,1
CUST-0298,25,Female,Hartford CT,Student / Academic,Peripheral,Privacy Shield,Screen Privacy,SecureView SaaS,1/6/2025,3
CUST-0232,55,Female,Hartford CT,Patient / Consumer,Peripheral,Charging Dock,Clinical Stations,FleetCharge Pro,1/6/2025,2
CUST-0160,62,Female,Bridgeport CT,Patient / Consumer,Tablet,Tab Pro 12,Clinical Documentation,ClinicalOS,1/6/2025,1
CUST-0402,30,Female,Bridgeport CT,Research Scientist,Tablet,Tab Studio,Creative Workflow,DiagnosticAI,1/7/2025,1
CUST-0304,34,Non-binary,Hartford CT,Field Technician,Smart Watch,Pulse Elite,Fitness Tracking,HealthSync Pro,1/7/2025,2
CUST-0137,20,Male,Burlington VT,Student / Academic,Peripheral,Wireless Hub,Device Pairing,MeshConnect SaaS,1/7/2025,1
CUST-0335,28,Female,Burlington VT,Student / Academic,Peripheral,Privacy Shield,Screen Privacy,ComplianceGuard,1/7/2025,4
CUST-0014,20,Female,Springfield MA,Clinical Administrator,Tablet,Tab Pro 12,Clinical Documentation,ClinicalOS,1/7/2025,3
CUST-0067,43,Male,Providence RI,Practice Manager,Peripheral,Keyboard Fold,Remote Input,TeleSetup Pro,1/8/2025,2
CUST-0334,27,Male,Bridgeport CT,IT & Technology Staff,Tablet,Tab Studio,Creative Workflow,DesignHub SaaS,1/8/2025,1
CUST-0160,62,Female,Bridgeport CT,Patient / Consumer,Peripheral,BioSensor Band,Remote Monitoring,VitalsNet SaaS,1/8/2025,1
CUST-0232,55,Female,Hartford CT,Patient / Consumer,Peripheral,Privacy Shield,HIPAA Compliance,ComplianceGuard,1/8/2025,4
CUST-0237,18,Male,Springfield MA,IT & Technology Staff,Peripheral,Keyboard Fold,Telehealth Setup,AdminFlow SaaS,1/8/2025,4
CUST-0407,28,Male,Boston MA,Clinical Administrator,Tablet,Tab Pro 12,Clinical Documentation,TeleDoc Platform,1/8/2025,2
CUST-0169,39,Female,Springfield MA,Healthcare Professional,Peripheral,BioSensor Band,Remote Monitoring,VitalsNet SaaS,1/8/2025,1
CUST-0273,29,Female,Hartford CT,Student / Academic,Smart Watch,Pulse Sport,Fitness Tracking,WellnessCloud,1/8/2025,1
CUST-0088,25,Male,Worcester MA,Student / Academic,Peripheral,Stylus Pro,Digital Annotation,NoteStream SaaS,1/8/2025,5
CUST-0089,28,Female,Burlington VT,IT & Technology Staff,Peripheral,Wireless Hub,Device Pairing,MeshConnect SaaS,1/8/2025,2
CUST-0337,38,Female,Concord NH,Patient / Consumer,Smart Watch,Pulse Elite,Health Monitoring,FitCore SaaS,1/8/2025,1
CUST-0219,26,Prefer not to say,Bridgeport CT,Field Technician,Peripheral,Charging Dock,Fleet Management,PowerDesk SaaS,1/8/2025,1
CUST-0337,38,Female,Concord NH,Patient / Consumer,Smart Watch,Pulse Sport,Activity Logging,WellnessCloud,1/8/2025,1
CUST-0077,44,Male,Burlington VT,Practice Manager,Peripheral,Stylus Pro,E-Signature,SignFlow,1/9/2025,2
CUST-0092,46,Male,Portland ME,Clinical Administrator,Tablet,Tab Pro 12,Clinical Documentation,TeleDoc Platform,1/9/2025,1
CUST-0258,34,Female,Concord NH,Healthcare Professional,Peripheral,BioSensor Band,Remote Monitoring,BioStream API,1/9/2025,2
CUST-0235,57,Female,Worcester MA,Clinical Administrator,Peripheral,Charging Dock,Fleet Management,FleetCharge Pro,1/9/2025,2
CUST-0251,24,Male,Bridgeport CT,Research Scientist,Smart Watch,Pulse Sport,Sleep Analysis,FitCore SaaS,1/9/2025,1
CUST-0110,32,Male,Boston MA,IT & Technology Staff,Peripheral,Wireless Hub,Clinic Network,MeshConnect SaaS,1/9/2025,3
CUST-0227,53,Male,Providence RI,Patient / Consumer,Smart Watch,Pulse Sport,Fitness Tracking,FitCore SaaS,1/9/2025,2
CUST-0231,36,Male,Boston MA,Practice Manager,Tablet,Tab Pro 12,Telehealth Consult,ClinicalOS,1/9/2025,1
CUST-0247,39,Female,Hartford CT,Practice Manager,Tablet,Tab Studio,Creative Workflow,DiagnosticAI,1/9/2025,1
CUST-0189,35,Female,Concord NH,Practice Manager,Peripheral,Charging Dock,Multi-Device Charging,FleetCharge Pro,1/10/2025,2
CUST-0029,42,Female,Worcester MA,Patient / Consumer,Peripheral,Keyboard Fold,Administrative Tasks,AdminFlow SaaS,1/10/2025,3
CUST-0343,46,Male,Burlington VT,Practice Manager,Peripheral,Charging Dock,Fleet Management,PowerDesk SaaS,1/10/2025,3
CUST-0074,45,Male,Worcester MA,IT & Technology Staff,Smart Watch,Pulse Elite,Fitness Tracking,FitCore SaaS,1/10/2025,2
CUST-0272,29,Male,Portland ME,Practice Manager,Peripheral,Stylus Pro,Digital Annotation,NoteStream SaaS,1/10/2025,1
CUST-0364,39,Prefer not to say,Springfield MA,Research Scientist,Tablet,Tab Studio,Data Visualisation,DataViz Suite,1/10/2025,1
CUST-0041,63,Female,Bridgeport CT,Patient / Consumer,Smart Watch,Pulse Elite,Health Monitoring,HealthSync Pro,1/10/2025,2
CUST-0175,35,Female,Providence RI,IT & Technology Staff,Smart Watch,Pulse Elite,Remote Patient Check-in,FitCore SaaS,1/10/2025,1
CUST-0350,31,Male,Boston MA,IT & Technology Staff,Tablet,Tab Studio,Creative Workflow,DiagnosticAI,1/10/2025,2
CUST-0099,33,Male,Manchester NH,IT & Technology Staff,Peripheral,Privacy Shield,HIPAA Compliance,SecureView SaaS,1/10/2025,5
CUST-0419,53,Male,Springfield MA,Healthcare Professional,Smart Watch,Pulse Elite,Remote Patient Check-in,HealthSync Pro,1/10/2025,1
CUST-0180,60,Female,Concord NH,Research Scientist,Peripheral,Stylus Pro,E-Signature,NoteStream SaaS,1/10/2025,1
CUST-0157,43,Female,Bridgeport CT,Field Technician,Tablet,Tab Compact,Patient Intake,IntakeFlow,1/10/2025,3
CUST-0333,53,Male,Worcester MA,Patient / Consumer,Smart Watch,Pulse Sport,Fitness Tracking,WellnessCloud,1/10/2025,1
CUST-0064,32,Female,Boston MA,Practice Manager,Peripheral,BioSensor Band,Vitals Streaming,VitalsNet SaaS,1/11/2025,1
CUST-0024,23,Female,Concord NH,Research Scientist,Peripheral,Charging Dock,Clinical Stations,FleetCharge Pro,1/11/2025,2
CUST-0310,48,Male,Worcester MA,Patient / Consumer,Peripheral,Privacy Shield,Screen Privacy,ComplianceGuard,1/11/2025,1
CUST-0141,55,Male,Worcester MA,Patient / Consumer,Smart Watch,Pulse Elite,Remote Patient Check-in,FitCore SaaS,1/11/2025,4
CUST-0085,28,Female,Boston MA,Research Scientist,Tablet,Tab Studio,Creative Workflow,DataViz Suite,1/12/2025,5
CUST-0030,27,Male,Providence RI,Field Technician,Smart Watch,Pulse Sport,Sleep Analysis,FitCore SaaS,1/12/2025,1
CUST-0235,57,Female,Worcester MA,Clinical Administrator,Tablet,Tab Compact,Field Data Entry,InvTrack Pro,1/12/2025,2
CUST-0217,39,Female,Concord NH,Patient / Consumer,Peripheral,Keyboard Fold,Remote Input,TeleSetup Pro,1/13/2025,2
CUST-0312,41,Male,Manchester NH,IT & Technology Staff,Peripheral,Charging Dock,Multi-Device Charging,FleetCharge Pro,1/13/2025,3
CUST-0140,21,Female,Boston MA,Field Technician,Peripheral,Charging Dock,Multi-Device Charging,PowerDesk SaaS,1/13/2025,1
CUST-0182,38,Female,Hartford CT,Patient / Consumer,Smart Watch,Pulse Sport,Sleep Analysis,FitCore SaaS,1/13/2025,1
CUST-0305,41,Female,Portland ME,Healthcare Professional,Tablet,Tab Studio,Remote Diagnosis,DesignHub SaaS,1/13/2025,1
CUST-0301,26,Male,Burlington VT,IT & Technology Staff,Tablet,Tab Studio,Creative Workflow,DataViz Suite,1/13/2025,1
CUST-0256,44,Female,Burlington VT,Patient / Consumer,Peripheral,BioSensor Band,Vitals Streaming,VitalsNet SaaS,1/13/2025,4
CUST-0224,21,Male,Hartford CT,Research Scientist,Peripheral,BioSensor Band,Vitals Streaming,VitalsNet SaaS,1/14/2025,3
CUST-0055,45,Female,Boston MA,Research Scientist,Peripheral,Privacy Shield,Screen Privacy,ComplianceGuard,1/14/2025,3
CUST-0255,27,Male,Hartford CT,Patient / Consumer,Peripheral,Charging Dock,Fleet Management,FleetCharge Pro,1/14/2025,2
CUST-0373,56,Male,Worcester MA,Healthcare Professional,Peripheral,BioSensor Band,Vitals Streaming,BioStream API,1/14/2025,2
CUST-0399,34,Male,Hartford CT,Research Scientist,Tablet,Tab Studio,Creative Workflow,DiagnosticAI,1/14/2025,3
CUST-0353,39,Male,Concord NH,IT & Technology Staff,Peripheral,Keyboard Fold,Remote Input,TeleSetup Pro,1/14/2025,3
CUST-0325,35,Male,Boston MA,Patient / Consumer,Tablet,Tab Pro 12,Telehealth Consult,EduHealth SaaS,1/14/2025,1
CUST-0239,32,Female,Worcester MA,Clinical Administrator,Peripheral,Keyboard Fold,Administrative Tasks,AdminFlow SaaS,1/14/2025,3
CUST-0311,31,Male,Worcester MA,IT & Technology Staff,Peripheral,Wireless Hub,Data Aggregation,ClinicHub Pro,1/14/2025,1
CUST-0420,42,Male,Burlington VT,Healthcare Professional,Peripheral,Stylus Pro,Digital Annotation,NoteStream SaaS,1/14/2025,2
CUST-0232,55,Female,Hartford CT,Patient / Consumer,Peripheral,Stylus Pro,Digital Annotation,NoteStream SaaS,1/14/2025,2
CUST-0224,21,Male,Hartford CT,Research Scientist,Peripheral,Stylus Pro,E-Signature,NoteStream SaaS,1/14/2025,1
CUST-0209,26,Female,Concord NH,Student / Academic,Smart Watch,Pulse Elite,Fitness Tracking,HealthSync Pro,1/14/2025,2
CUST-0066,50,Male,Portland ME,Clinical Administrator,Peripheral,Privacy Shield,Screen Privacy,ComplianceGuard,1/14/2025,1
CUST-0319,57,Female,Worcester MA,Patient / Consumer,Smart Watch,Pulse Sport,Activity Logging,WellnessCloud,1/14/2025,1
CUST-0012,44,Female,Hartford CT,Patient / Consumer,Tablet,Tab Pro 12,Patient Education,TeleDoc Platform,1/14/2025,1
CUST-0373,56,Male,Worcester MA,Healthcare Professional,Peripheral,Privacy Shield,Screen Privacy,SecureView SaaS,1/14/2025,2
CUST-0181,34,Male,Worcester MA,Field Technician,Peripheral,BioSensor Band,Continuous Glucose Monitor,VitalsNet SaaS,1/14/2025,2
CUST-0390,21,Male,Burlington VT,Student / Academic,Peripheral,Privacy Shield,HIPAA Compliance,ComplianceGuard,1/14/2025,3
CUST-0404,42,Male,Burlington VT,Healthcare Professional,Smart Watch,Pulse Elite,Remote Patient Check-in,HealthSync Pro,1/14/2025,1
CUST-0389,36,Male,Manchester NH,Field Technician,Peripheral,Wireless Hub,Clinic Network,ClinicHub Pro,1/14/2025,3
CUST-0066,50,Male,Portland ME,Clinical Administrator,Peripheral,Stylus Pro,Clinical Note-taking,NoteStream SaaS,1/14/2025,1
CUST-0073,35,Female,Boston MA,Research Scientist,Peripheral,Stylus Pro,E-Signature,SignFlow,1/15/2025,4
CUST-0258,34,Female,Concord NH,Healthcare Professional,Peripheral,Stylus Pro,E-Signature,NoteStream SaaS,1/15/2025,4
CUST-0011,21,Female,Springfield MA,Student / Academic,Peripheral,Stylus Pro,Clinical Note-taking,SignFlow,1/15/2025,1
CUST-0376,31,Female,Portland ME,Clinical Administrator,Peripheral,Keyboard Fold,Remote Input,AdminFlow SaaS,1/15/2025,1
CUST-0324,62,Prefer not to say,Worcester MA,Healthcare Professional,Peripheral,Wireless Hub,Clinic Network,ClinicHub Pro,1/15/2025,2
CUST-0210,80,Female,Burlington VT,Patient / Consumer,Smart Watch,Pulse Sport,Sleep Analysis,FitCore SaaS,1/15/2025,1
CUST-0066,50,Male,Portland ME,Clinical Administrator,Tablet,Tab Pro 12,Patient Education,EduHealth SaaS,1/15/2025,3
CUST-0249,80,Female,Hartford CT,Patient / Consumer,Smart Watch,Pulse Sport,Fitness Tracking,WellnessCloud,1/16/2025,2
CUST-0119,37,Female,Hartford CT,Field Technician,Peripheral,Stylus Pro,E-Signature,SignFlow,1/16/2025,3
CUST-0409,30,Male,Concord NH,Field Technician,Smart Watch,Pulse Elite,Remote Patient Check-in,FitCore SaaS,1/16/2025,1
CUST-0272,29,Male,Portland ME,Practice Manager,Tablet,Tab Compact,Patient Intake,IntakeFlow,1/16/2025,1
CUST-0201,47,Female,Worcester MA,Practice Manager,Tablet,Tab Studio,Data Visualisation,DataViz Suite,1/16/2025,5
CUST-0393,26,Male,Concord NH,Clinical Administrator,Tablet,Tab Pro 12,Patient Education,TeleDoc Platform,1/16/2025,1
CUST-0339,36,Female,Portland ME,IT & Technology Staff,Peripheral,Keyboard Fold,Administrative Tasks,AdminFlow SaaS,1/16/2025,2
CUST-0203,54,Female,Springfield MA,Practice Manager,Peripheral,Privacy Shield,HIPAA Compliance,ComplianceGuard,1/16/2025,3
CUST-0085,28,Female,Boston MA,Research Scientist,Smart Watch,Pulse Elite,Health Monitoring,FitCore SaaS,1/16/2025,1
CUST-0373,56,Male,Worcester MA,Healthcare Professional,Peripheral,Privacy Shield,HIPAA Compliance,ComplianceGuard,1/16/2025,1
CUST-0420,42,Male,Burlington VT,Healthcare Professional,Smart Watch,Pulse Elite,Health Monitoring,FitCore SaaS,1/16/2025,1
CUST-0378,54,Female,Boston MA,Patient / Consumer,Peripheral,Wireless Hub,Device Pairing,ClinicHub Pro,1/16/2025,2
CUST-0115,34,Female,Providence RI,Research Scientist,Peripheral,BioSensor Band,Vitals Streaming,VitalsNet SaaS,1/16/2025,5
CUST-0262,43,Female,Hartford CT,Practice Manager,Peripheral,Stylus Pro,Digital Annotation,SignFlow,1/17/2025,3
CUST-0347,18,Non-binary,Portland ME,Student / Academic,Smart Watch,Pulse Sport,Fitness Tracking,FitCore SaaS,1/17/2025,1
CUST-0415,57,Male,Bridgeport CT,Patient / Consumer,Peripheral,Charging Dock,Fleet Management,PowerDesk SaaS,1/17/2025,1
CUST-0165,36,Female,Portland ME,Field Technician,Peripheral,Stylus Pro,Digital Annotation,NoteStream SaaS,1/17/2025,4
CUST-0021,44,Female,Portland ME,IT & Technology Staff,Tablet,Tab Studio,Remote Diagnosis,DiagnosticAI,1/17/2025,1
CUST-0339,36,Female,Portland ME,IT & Technology Staff,Tablet,Tab Pro 12,Telehealth Consult,EduHealth SaaS,1/17/2025,1
CUST-0348,25,Female,Hartford CT,Clinical Administrator,Tablet,Tab Studio,Creative Workflow,DesignHub SaaS,1/17/2025,4
CUST-0177,42,Male,Worcester MA,Healthcare Professional,Peripheral,Stylus Pro,Clinical Note-taking,SignFlow,1/17/2025,2
CUST-0371,33,Male,Portland ME,IT & Technology Staff,Peripheral,Wireless Hub,Data Aggregation,ClinicHub Pro,1/17/2025,1
CUST-0116,32,Male,Concord NH,Field Technician,Tablet,Tab Pro 12,Telehealth Consult,ClinicalOS,1/17/2025,1
CUST-0356,22,Non-binary,Burlington VT,Field Technician,Tablet,Tab Pro 12,Patient Education,TeleDoc Platform,1/17/2025,1
CUST-0234,41,Non-binary,Hartford CT,Patient / Consumer,Tablet,Tab Pro 12,Clinical Documentation,EduHealth SaaS,1/17/2025,1
CUST-0114,47,Prefer not to say,Providence RI,Field Technician,Smart Watch,Pulse Sport,Activity Logging,FitCore SaaS,1/17/2025,1
CUST-0357,41,Female,Portland ME,Healthcare Professional,Peripheral,Keyboard Fold,Remote Input,TeleSetup Pro,1/17/2025,4
CUST-0179,39,Male,Concord NH,Healthcare Professional,Peripheral,BioSensor Band,Vitals Streaming,VitalsNet SaaS,1/17/2025,1
CUST-0047,33,Prefer not to say,Bridgeport CT,Clinical Administrator,Tablet,Tab Compact,Field Data Entry,InvTrack Pro,1/17/2025,3
CUST-0048,41,Male,Hartford CT,IT & Technology Staff,Peripheral,Charging Dock,Multi-Device Charging,FleetCharge Pro,1/17/2025,2
CUST-0146,64,Male,Portland ME,Patient / Consumer,Peripheral,BioSensor Band,Vitals Streaming,VitalsNet SaaS,1/18/2025,3
CUST-0342,44,Male,Manchester NH,Healthcare Professional,Smart Watch,Pulse Elite,Health Monitoring,HealthSync Pro,1/18/2025,2
CUST-0138,30,Male,Worcester MA,IT & Technology Staff,Peripheral,Charging Dock,Fleet Management,FleetCharge Pro,1/19/2025,3
CUST-0020,29,Female,Manchester NH,Patient / Consumer,Peripheral,Stylus Pro,Clinical Note-taking,NoteStream SaaS,1/19/2025,3
CUST-0238,54,Male,Portland ME,Patient / Consumer,Tablet,Tab Pro 12,Telehealth Consult,TeleDoc Platform,1/19/2025,3
CUST-0198,24,Male,Concord NH,Student / Academic,Peripheral,Privacy Shield,HIPAA Compliance,SecureView SaaS,1/19/2025,4
CUST-0128,36,Male,Worcester MA,Healthcare Professional,Peripheral,Charging Dock,Fleet Management,FleetCharge Pro,1/19/2025,4
CUST-0246,34,Male,Worcester MA,Clinical Administrator,Peripheral,Wireless Hub,Clinic Network,ClinicHub Pro,1/20/2025,1
CUST-0269,37,Female,Concord NH,Healthcare Professional,Peripheral,Wireless Hub,Data Aggregation,ClinicHub Pro,1/20/2025,2
CUST-0389,36,Male,Manchester NH,Field Technician,Peripheral,Wireless Hub,Data Aggregation,MeshConnect SaaS,1/20/2025,6
CUST-0366,32,Female,Portland ME,Research Scientist,Tablet,Tab Compact,Inventory Management,FieldOps SaaS,1/20/2025,1
CUST-0075,18,Non-binary,Hartford CT,Patient / Consumer,Peripheral,Wireless Hub,Data Aggregation,MeshConnect SaaS,1/20/2025,5
CUST-0026,24,Male,Hartford CT,Student / Academic,Peripheral,Stylus Pro,Digital Annotation,NoteStream SaaS,1/20/2025,2
CUST-0271,56,Female,Bridgeport CT,Healthcare Professional,Tablet,Tab Studio,Remote Diagnosis,DesignHub SaaS,1/20/2025,1
CUST-0420,42,Male,Burlington VT,Healthcare Professional,Peripheral,Privacy Shield,Screen Privacy,ComplianceGuard,1/20/2025,3
CUST-0403,42,Female,Burlington VT,Healthcare Professional,Tablet,Tab Pro 12,Telehealth Consult,TeleDoc Platform,1/21/2025,2
CUST-0130,26,Female,Bridgeport CT,Field Technician,Tablet,Tab Pro 12,Patient Education,TeleDoc Platform,1/21/2025,1
CUST-0348,25,Female,Hartford CT,Clinical Administrator,Peripheral,Privacy Shield,Secure Display,ComplianceGuard,1/21/2025,2
CUST-0213,53,Female,Portland ME,Practice Manager,Peripheral,Charging Dock,Multi-Device Charging,PowerDesk SaaS,1/21/2025,2
CUST-0161,34,Female,Burlington VT,Practice Manager,Peripheral,Stylus Pro,Clinical Note-taking,NoteStream SaaS,1/21/2025,1
CUST-0105,31,Female,Burlington VT,IT & Technology Staff,Peripheral,Wireless Hub,Clinic Network,MeshConnect SaaS,1/21/2025,2
CUST-0390,21,Male,Burlington VT,Student / Academic,Peripheral,Privacy Shield,Screen Privacy,SecureView SaaS,1/21/2025,3
CUST-0376,31,Female,Portland ME,Clinical Administrator,Peripheral,Wireless Hub,Data Aggregation,ClinicHub Pro,1/21/2025,2
CUST-0301,26,Male,Burlington VT,IT & Technology Staff,Peripheral,Privacy Shield,HIPAA Compliance,SecureView SaaS,1/21/2025,1
CUST-0017,28,Female,Manchester NH,Clinical Administrator,Tablet,Tab Pro 12,Clinical Documentation,TeleDoc Platform,1/22/2025,1
CUST-0321,36,Prefer not to say,Hartford CT,Research Scientist,Peripheral,Keyboard Fold,Remote Input,TeleSetup Pro,1/22/2025,3
CUST-0251,24,Male,Bridgeport CT,Research Scientist,Peripheral,Stylus Pro,Clinical Note-taking,NoteStream SaaS,1/22/2025,1
CUST-0215,40,Female,Manchester NH,Practice Manager,Peripheral,Wireless Hub,Data Aggregation,MeshConnect SaaS,1/22/2025,2
CUST-0360,19,Male,Burlington VT,Student / Academic,Tablet,Tab Pro 12,Clinical Documentation,ClinicalOS,1/22/2025,2
CUST-0097,44,Female,Bridgeport CT,Healthcare Professional,Tablet,Tab Pro 12,Patient Education,TeleDoc Platform,1/22/2025,1
CUST-0409,30,Male,Concord NH,Field Technician,Tablet,Tab Compact,Field Data Entry,InvTrack Pro,1/22/2025,2
CUST-0008,39,Female,Concord NH,IT & Technology Staff,Peripheral,Privacy Shield,HIPAA Compliance,ComplianceGuard,1/22/2025,2
CUST-0406,37,Female,Worcester MA,IT & Technology Staff,Peripheral,Privacy Shield,HIPAA Compliance,SecureView SaaS,1/22/2025,1
CUST-0117,29,Female,Portland ME,Field Technician,Peripheral,Keyboard Fold,Telehealth Setup,TeleSetup Pro,1/22/2025,2
CUST-0230,62,Female,Providence RI,Patient / Consumer,Smart Watch,Pulse Sport,Sleep Analysis,WellnessCloud,1/22/2025,2
CUST-0413,24,Male,Worcester MA,Clinical Administrator,Tablet,Tab Studio,Creative Workflow,DataViz Suite,1/22/2025,1
CUST-0289,56,Female,Springfield MA,Patient / Consumer,Peripheral,Stylus Pro,Clinical Note-taking,NoteStream SaaS,1/22/2025,2
CUST-0190,20,Female,Manchester NH,IT & Technology Staff,Peripheral,Privacy Shield,Screen Privacy,ComplianceGuard,1/22/2025,1
CUST-0337,38,Female,Concord NH,Patient / Consumer,Smart Watch,Pulse Sport,Activity Logging,FitCore SaaS,1/22/2025,1
CUST-0160,62,Female,Bridgeport CT,Patient / Consumer,Peripheral,BioSensor Band,Continuous Glucose Monitor,BioStream API,1/23/2025,4
CUST-0156,20,Non-binary,Hartford CT,Student / Academic,Peripheral,Stylus Pro,Digital Annotation,NoteStream SaaS,1/23/2025,2
CUST-0410,37,Male,Concord NH,IT & Technology Staff,Peripheral,Wireless Hub,Clinic Network,MeshConnect SaaS,1/23/2025,2
CUST-0385,39,Female,Springfield MA,Patient / Consumer,Peripheral,Wireless Hub,Clinic Network,ClinicHub Pro,1/23/2025,1
CUST-0244,43,Female,Burlington VT,Research Scientist,Peripheral,Wireless Hub,Clinic Network,MeshConnect SaaS,1/23/2025,3
CUST-0392,42,Male,Manchester NH,Clinical Administrator,Smart Watch,Pulse Elite,Health Monitoring,HealthSync Pro,1/23/2025,2
CUST-0088,25,Male,Worcester MA,Student / Academic,Peripheral,Keyboard Fold,Administrative Tasks,TeleSetup Pro,1/23/2025,1
CUST-0016,36,Female,Burlington VT,Healthcare Professional,Peripheral,BioSensor Band,Remote Monitoring,BioStream API,1/23/2025,6
CUST-0046,31,Male,Hartford CT,Clinical Administrator,Smart Watch,Pulse Sport,Activity Logging,FitCore SaaS,1/23/2025,1
CUST-0017,28,Female,Manchester NH,Clinical Administrator,Peripheral,Wireless Hub,Clinic Network,ClinicHub Pro,1/23/2025,4
CUST-0338,35,Female,Manchester NH,Clinical Administrator,Peripheral,BioSensor Band,Continuous Glucose Monitor,VitalsNet SaaS,1/23/2025,5
CUST-0364,39,Prefer not to say,Springfield MA,Research Scientist,Smart Watch,Pulse Elite,Fitness Tracking,HealthSync Pro,1/24/2025,1
CUST-0233,24,Male,Boston MA,Student / Academic,Peripheral,Charging Dock,Clinical Stations,PowerDesk SaaS,1/24/2025,2
CUST-0264,22,Female,Hartford CT,Field Technician,Smart Watch,Pulse Sport,Sleep Analysis,WellnessCloud,1/24/2025,1
CUST-0221,80,Male,Portland ME,Patient / Consumer,Peripheral,BioSensor Band,Remote Monitoring,BioStream API,1/24/2025,2
CUST-0086,33,Male,Springfield MA,Clinical Administrator,Tablet,Tab Studio,Data Visualisation,DiagnosticAI,1/24/2025,1
CUST-0323,19,Female,Burlington VT,Student / Academic,Tablet,Tab Compact,Field Data Entry,FieldOps SaaS,1/24/2025,2
CUST-0366,32,Female,Portland ME,Research Scientist,Smart Watch,Pulse Elite,Health Monitoring,FitCore SaaS,1/24/2025,2
CUST-0038,20,Male,Providence RI,Clinical Administrator,Tablet,Tab Pro 12,Telehealth Consult,ClinicalOS,1/24/2025,1
CUST-0296,25,Male,Providence RI,Field Technician,Smart Watch,Pulse Sport,Activity Logging,FitCore SaaS,1/24/2025,1
CUST-0175,35,Female,Providence RI,IT & Technology Staff,Peripheral,Wireless Hub,Data Aggregation,ClinicHub Pro,1/24/2025,2
CUST-0019,25,Male,Portland ME,IT & Technology Staff,Peripheral,Wireless Hub,Clinic Network,ClinicHub Pro,1/25/2025,1
CUST-0146,64,Male,Portland ME,Patient / Consumer,Peripheral,BioSensor Band,Vitals Streaming,BioStream API,1/25/2025,1
CUST-0098,56,Non-binary,Manchester NH,Patient / Consumer,Peripheral,BioSensor Band,Vitals Streaming,VitalsNet SaaS,1/25/2025,2
CUST-0015,18,Female,Manchester NH,Student / Academic,Peripheral,Stylus Pro,Digital Annotation,SignFlow,1/25/2025,4
CUST-0040,34,Female,Manchester NH,IT & Technology Staff,Tablet,Tab Studio,Remote Diagnosis,DataViz Suite,1/25/2025,2
CUST-0329,61,Female,Providence RI,Patient / Consumer,Smart Watch,Pulse Elite,Health Monitoring,HealthSync Pro,1/25/2025,2
CUST-0277,39,Male,Springfield MA,Clinical Administrator,Tablet,Tab Compact,Field Data Entry,FieldOps SaaS,1/25/2025,3
CUST-0101,23,Female,Portland ME,Research Scientist,Tablet,Tab Studio,Creative Workflow,DesignHub SaaS,1/25/2025,1
CUST-0380,24,Female,Hartford CT,Field Technician,Tablet,Tab Pro 12,Clinical Documentation,TeleDoc Platform,1/26/2025,1
CUST-0330,43,Non-binary,Boston MA,Clinical Administrator,Tablet,Tab Pro 12,Patient Education,EduHealth SaaS,1/26/2025,2
CUST-0161,34,Female,Burlington VT,Practice Manager,Smart Watch,Pulse Sport,Fitness Tracking,FitCore SaaS,1/26/2025,1
CUST-0203,54,Female,Springfield MA,Practice Manager,Tablet,Tab Compact,Inventory Management,InvTrack Pro,1/26/2025,1
CUST-0015,18,Female,Manchester NH,Student / Academic,Peripheral,Privacy Shield,HIPAA Compliance,SecureView SaaS,1/26/2025,1
CUST-0069,47,Female,Bridgeport CT,Practice Manager,Smart Watch,Pulse Elite,Remote Patient Check-in,HealthSync Pro,1/27/2025,3
CUST-0390,21,Male,Burlington VT,Student / Academic,Peripheral,Stylus Pro,E-Signature,NoteStream SaaS,1/27/2025,3
CUST-0408,36,Female,Portland ME,Clinical Administrator,Peripheral,Privacy Shield,Secure Display,ComplianceGuard,1/27/2025,2
CUST-0377,50,Female,Bridgeport CT,Healthcare Professional,Tablet,Tab Pro 12,Patient Education,TeleDoc Platform,1/27/2025,2
CUST-0397,24,Prefer not to say,Springfield MA,Healthcare Professional,Tablet,Tab Studio,Creative Workflow,DiagnosticAI,1/27/2025,1
CUST-0205,25,Male,Hartford CT,Clinical Administrator,Peripheral,Stylus Pro,Digital Annotation,SignFlow,1/27/2025,4
CUST-0229,27,Male,Boston MA,IT & Technology Staff,Peripheral,Keyboard Fold,Telehealth Setup,TeleSetup Pro,1/27/2025,2
CUST-0275,36,Female,Burlington VT,Patient / Consumer,Peripheral,Keyboard Fold,Administrative Tasks,AdminFlow SaaS,1/27/2025,2
CUST-0134,40,Male,Manchester NH,Research Scientist,Smart Watch,Pulse Sport,Fitness Tracking,WellnessCloud,1/27/2025,3
CUST-0133,31,Female,Bridgeport CT,Healthcare Professional,Peripheral,Wireless Hub,Clinic Network,MeshConnect SaaS,1/27/2025,3
CUST-0097,44,Female,Bridgeport CT,Healthcare Professional,Peripheral,Wireless Hub,Device Pairing,ClinicHub Pro,1/27/2025,2
CUST-0228,34,Male,Bridgeport CT,Patient / Consumer,Tablet,Tab Pro 12,Telehealth Consult,EduHealth SaaS,1/28/2025,1
CUST-0277,39,Male,Springfield MA,Clinical Administrator,Peripheral,Charging Dock,Multi-Device Charging,PowerDesk SaaS,1/28/2025,2
